Customer_id,Recency,Frequency,Monetary,Recency_bin,Frequency_bin,Monetary_bin
CS4607,3135,18,1186,150+,5+,501+
CS4608,3121,32,2449,150+,5+,501+
CS4609,3185,28,2043,150+,5+,501+
CS4610,3265,20,1333,150+,5+,501+
CS4611,3202,23,1558,150+,5+,501+
CS4612,3243,18,1302,150+,5+,501+
CS4613,3145,21,1629,150+,5+,501+
CS4614,3125,17,1309,150+,5+,501+
CS4615,3250,24,1597,150+,5+,501+
CS4616,3142,19,1306,150+,5+,501+
CS4617,3137,28,1956,150+,5+,501+
CS4618,3150,20,1315,150+,5+,501+
CS4619,3146,15,1047,150+,5+,501+
CS4620,3382,15,1135,150+,5+,501+
CS4621,3143,17,1251,150+,5+,501+
CS4622,3237,19,1315,150+,5+,501+
CS4623,3153,23,1717,150+,5+,501+
CS4624,3362,24,1737,150+,5+,501+
CS4625,3284,28,1925,150+,5+,501+
CS4626,3321,20,1383,150+,5+,501+
CS4627,3155,23,1560,150+,5+,501+
CS4628,3124,18,1238,150+,5+,501+
CS4629,3201,19,1225,150+,5+,501+
CS4630,3354,10,704,150+,5+,501+
CS4631,3138,30,2157,150+,5+,501+
CS4632,3162,17,1315,150+,5+,501+
CS4633,3155,21,1457,150+,5+,501+
CS4634,3189,11,693,150+,5+,501+
CS4635,3122,20,1449,150+,5+,501+
CS4636,3214,16,1101,150+,5+,501+
CS4637,3125,19,1467,150+,5+,501+
CS4638,3152,24,1609,150+,5+,501+
CS4639,3177,25,1495,150+,5+,501+
CS4640,3139,29,2138,150+,5+,501+
CS4641,3422,19,1263,150+,5+,501+
CS4642,3133,22,1546,150+,5+,501+
CS4643,3173,19,1377,150+,5+,501+
CS4644,3247,14,942,150+,5+,501+
CS4645,3213,19,1293,150+,5+,501+
CS4646,3248,26,1772,150+,5+,501+
CS4647,3157,27,1955,150+,5+,501+
CS4648,3161,16,1157,150+,5+,501+
CS4649,3128,19,1286,150+,5+,501+
CS4650,3192,22,1599,150+,5+,501+
CS4651,3167,18,1258,150+,5+,501+
CS4652,3219,22,1561,150+,5+,501+
CS4653,3191,17,1103,150+,5+,501+
CS4654,3292,27,1832,150+,5+,501+
CS4655,3294,17,1245,150+,5+,501+
CS4656,3152,18,1285,150+,5+,501+
CS4657,3121,17,1257,150+,5+,501+
CS4658,3128,23,1626,150+,5+,501+
CS4659,3166,21,1422,150+,5+,501+
CS4660,3131,33,2527,150+,5+,501+
CS4661,3121,26,1769,150+,5+,501+
CS4662,3208,24,1788,150+,5+,501+
CS4663,3266,14,939,150+,5+,501+
CS4664,3158,17,1268,150+,5+,501+
CS4665,3238,18,1335,150+,5+,501+
CS4666,3283,22,1375,150+,5+,501+
CS4667,3140,13,894,150+,5+,501+
CS4668,3201,23,1698,150+,5+,501+
CS4669,3223,21,1432,150+,5+,501+
CS4670,3171,30,2214,150+,5+,501+
CS4671,3172,21,1368,150+,5+,501+
CS4672,3176,16,1153,150+,5+,501+
CS4673,3152,20,1393,150+,5+,501+
CS4674,3208,18,1468,150+,5+,501+
CS4675,3476,21,1521,150+,5+,501+
CS4676,3133,21,1526,150+,5+,501+
CS4677,3163,19,1276,150+,5+,501+
CS4678,3270,24,1581,150+,5+,501+
CS4679,3137,21,1607,150+,5+,501+
CS4680,3214,12,740,150+,5+,501+
CS4681,3130,22,1532,150+,5+,501+
CS4682,3133,21,1329,150+,5+,501+
CS4683,3254,15,1085,150+,5+,501+
CS4684,3251,17,1073,150+,5+,501+
CS4685,3346,24,1686,150+,5+,501+
CS4686,3184,23,1740,150+,5+,501+
CS4687,3200,24,1724,150+,5+,501+
CS4688,3212,20,1417,150+,5+,501+
CS4689,3277,13,852,150+,5+,501+
CS4690,3230,15,905,150+,5+,501+
CS4691,3125,22,1526,150+,5+,501+
CS4692,3133,18,1228,150+,5+,501+
CS4693,3150,17,1139,150+,5+,501+
CS4694,3233,13,953,150+,5+,501+
CS4695,3287,17,1237,150+,5+,501+
CS4696,3141,15,908,150+,5+,501+
CS4697,3144,25,1648,150+,5+,501+
CS4698,3288,17,1124,150+,5+,501+
CS4699,3148,19,1306,150+,5+,501+
CS4700,3123,18,1175,150+,5+,501+
CS4701,3166,23,1632,150+,5+,501+
CS4702,3210,25,1715,150+,5+,501+
CS4703,3417,20,1385,150+,5+,501+
CS4704,3143,20,1380,150+,5+,501+
CS4705,3214,13,985,150+,5+,501+
CS4706,3290,10,827,150+,5+,501+
CS4707,3234,22,1542,150+,5+,501+
CS4708,3137,21,1427,150+,5+,501+
CS4709,3259,17,1172,150+,5+,501+
CS4710,3213,21,1502,150+,5+,501+
CS4711,3128,23,1538,150+,5+,501+
CS4712,3176,14,1043,150+,5+,501+
CS4713,3149,24,1762,150+,5+,501+
CS4714,3290,16,1077,150+,5+,501+
CS4715,3142,19,1296,150+,5+,501+
CS4716,3166,13,970,150+,5+,501+
CS4717,3173,22,1613,150+,5+,501+
CS4718,3256,19,1354,150+,5+,501+
CS4719,3301,16,1273,150+,5+,501+
CS4720,3349,20,1187,150+,5+,501+
CS4721,3136,24,1606,150+,5+,501+
CS4722,3142,18,1250,150+,5+,501+
CS4723,3126,24,1707,150+,5+,501+
CS4724,3211,17,1044,150+,5+,501+
CS4725,3197,20,1348,150+,5+,501+
CS4726,3170,14,932,150+,5+,501+
CS4727,3132,22,1500,150+,5+,501+
CS4728,3215,14,1092,150+,5+,501+
CS4729,3134,16,1077,150+,5+,501+
CS4730,3152,21,1628,150+,5+,501+
CS4731,3126,17,1067,150+,5+,501+
CS4732,3399,16,1197,150+,5+,501+
CS4733,3265,23,1682,150+,5+,501+
CS4734,3131,19,1223,150+,5+,501+
CS4735,3149,18,1311,150+,5+,501+
CS4736,3138,14,986,150+,5+,501+
CS4737,3127,24,1668,150+,5+,501+
CS4738,3185,18,1258,150+,5+,501+
CS4739,3183,25,1818,150+,5+,501+
CS4740,3168,18,1141,150+,5+,501+
CS4741,3138,22,1629,150+,5+,501+
CS4742,3270,15,975,150+,5+,501+
CS4743,3141,16,1099,150+,5+,501+
CS4744,3212,19,1349,150+,5+,501+
CS4745,3156,22,1380,150+,5+,501+
CS4746,3125,31,2337,150+,5+,501+
CS4747,3129,11,718,150+,5+,501+
CS4748,3184,20,1525,150+,5+,501+
CS4749,3143,27,1959,150+,5+,501+
CS4750,3319,18,1266,150+,5+,501+
CS4751,3124,15,1232,150+,5+,501+
CS4752,3134,19,1162,150+,5+,501+
CS4753,3248,19,1209,150+,5+,501+
CS4754,3291,20,1423,150+,5+,501+
CS4755,3133,20,1598,150+,5+,501+
CS4756,3138,17,1196,150+,5+,501+
CS4757,3129,17,1188,150+,5+,501+
CS4758,3168,22,1388,150+,5+,501+
CS4759,3179,16,1138,150+,5+,501+
CS4760,3165,22,1707,150+,5+,501+
CS4761,3238,20,1365,150+,5+,501+
CS4762,3187,20,1313,150+,5+,501+
CS4763,3139,21,1382,150+,5+,501+
CS4764,3122,18,1396,150+,5+,501+
CS4765,3248,20,1299,150+,5+,501+
CS4766,3122,22,1605,150+,5+,501+
CS4767,3293,14,1046,150+,5+,501+
CS4768,3122,26,1721,150+,5+,501+
CS4769,3216,19,1271,150+,5+,501+
CS4770,3270,18,1134,150+,5+,501+
CS4771,3133,14,874,150+,5+,501+
CS4772,3143,19,1146,150+,5+,501+
CS4773,3296,27,2074,150+,5+,501+
CS4774,3354,18,1208,150+,5+,501+
CS4775,3150,20,1294,150+,5+,501+
CS4776,3128,22,1613,150+,5+,501+
CS4777,3176,25,1767,150+,5+,501+
CS4778,3229,18,1269,150+,5+,501+
CS4779,3129,23,1595,150+,5+,501+
CS4780,3195,17,1107,150+,5+,501+
CS4781,3138,15,1046,150+,5+,501+
CS4782,3123,17,1276,150+,5+,501+
CS4783,3123,19,1308,150+,5+,501+
CS4784,3299,23,1578,150+,5+,501+
CS4785,3146,16,1219,150+,5+,501+
CS4786,3256,17,1248,150+,5+,501+
CS4787,3146,20,1351,150+,5+,501+
CS4788,3175,19,1470,150+,5+,501+
CS4789,3200,22,1551,150+,5+,501+
CS4790,3175,19,1453,150+,5+,501+
CS4791,3153,16,1177,150+,5+,501+
CS4792,3146,20,1368,150+,5+,501+
CS4793,3157,27,1862,150+,5+,501+
CS4794,3150,23,1685,150+,5+,501+
CS4795,3141,25,1831,150+,5+,501+
CS4796,3274,18,1347,150+,5+,501+
CS4797,3146,21,1577,150+,5+,501+
CS4798,3144,27,2151,150+,5+,501+
CS4799,3318,18,1240,150+,5+,501+
CS4800,3189,23,1520,150+,5+,501+
CS4801,3170,18,1254,150+,5+,501+
CS4802,3128,20,1451,150+,5+,501+
CS4803,3171,18,1305,150+,5+,501+
CS4804,3163,25,1643,150+,5+,501+
CS4805,3242,17,1354,150+,5+,501+
CS4806,3214,18,1108,150+,5+,501+
CS4807,3174,20,1249,150+,5+,501+
CS4808,3187,24,1570,150+,5+,501+
CS4809,3381,19,1294,150+,5+,501+
CS4810,3189,21,1448,150+,5+,501+
CS4811,3353,20,1399,150+,5+,501+
CS4812,3157,15,1063,150+,5+,501+
CS4813,3193,20,1437,150+,5+,501+
CS4814,3290,19,1435,150+,5+,501+
CS4815,3150,25,1804,150+,5+,501+
CS4816,3193,18,1311,150+,5+,501+
CS4817,3131,21,1389,150+,5+,501+
CS4818,3131,13,942,150+,5+,501+
CS4819,3228,20,1457,150+,5+,501+
CS4820,3127,20,1408,150+,5+,501+
CS4821,3137,16,1161,150+,5+,501+
CS4822,3157,17,1118,150+,5+,501+
CS4823,3347,22,1555,150+,5+,501+
CS4824,3274,19,1353,150+,5+,501+
CS4825,3137,19,1407,150+,5+,501+
CS4826,3206,21,1497,150+,5+,501+
CS4827,3142,19,1242,150+,5+,501+
CS4828,3349,18,1339,150+,5+,501+
CS4829,3185,27,1870,150+,5+,501+
CS4830,3139,18,1253,150+,5+,501+
CS4831,3141,15,1010,150+,5+,501+
CS4832,3197,23,1482,150+,5+,501+
CS4833,3297,19,1262,150+,5+,501+
CS4834,3497,14,1091,150+,5+,501+
CS4835,3153,15,955,150+,5+,501+
CS4836,3176,23,1761,150+,5+,501+
CS4837,3135,20,1437,150+,5+,501+
CS4838,3129,17,1143,150+,5+,501+
CS4839,3161,24,1775,150+,5+,501+
CS4840,3138,14,999,150+,5+,501+
CS4841,3122,26,1960,150+,5+,501+
CS4842,3168,20,1319,150+,5+,501+
CS4843,3229,15,896,150+,5+,501+
CS4844,3270,26,1669,150+,5+,501+
CS4845,3123,23,1532,150+,5+,501+
CS4846,3161,27,1855,150+,5+,501+
CS4847,3132,21,1340,150+,5+,501+
CS4848,3122,18,1287,150+,5+,501+
CS4849,3128,25,1850,150+,5+,501+
CS4850,3139,17,1237,150+,5+,501+
CS4851,3186,18,1162,150+,5+,501+
CS4852,3185,23,1559,150+,5+,501+
CS4853,3201,19,1294,150+,5+,501+
CS4854,3124,18,1167,150+,5+,501+
CS4855,3125,24,1660,150+,5+,501+
CS4856,3150,16,1172,150+,5+,501+
CS4857,3124,19,1381,150+,5+,501+
CS4858,3180,28,2247,150+,5+,501+
CS4859,3155,18,1332,150+,5+,501+
CS4860,3384,23,1629,150+,5+,501+
CS4861,3201,15,1132,150+,5+,501+
CS4862,3271,26,1853,150+,5+,501+
CS4863,3161,21,1484,150+,5+,501+
CS4864,3177,18,1307,150+,5+,501+
CS4865,3122,26,1941,150+,5+,501+
CS4866,3147,19,1487,150+,5+,501+
CS4867,3151,30,2106,150+,5+,501+
CS4868,3132,27,1899,150+,5+,501+
CS4869,3200,18,1234,150+,5+,501+
CS4870,3123,19,1242,150+,5+,501+
CS4871,3131,26,2006,150+,5+,501+
CS4872,3123,22,1475,150+,5+,501+
CS4873,3432,14,1130,150+,5+,501+
CS4874,3222,21,1532,150+,5+,501+
CS4875,3168,20,1605,150+,5+,501+
CS4876,3289,23,1492,150+,5+,501+
CS4877,3129,16,1176,150+,5+,501+
CS4878,3198,22,1380,150+,5+,501+
CS4879,3143,18,1195,150+,5+,501+
CS4880,3186,20,1423,150+,5+,501+
CS4881,3127,17,1109,150+,5+,501+
CS4882,3225,16,1136,150+,5+,501+
CS4883,3225,15,1012,150+,5+,501+
CS4884,3155,19,1152,150+,5+,501+
CS4885,3303,21,1520,150+,5+,501+
CS4886,3130,20,1411,150+,5+,501+
CS4887,3157,23,1516,150+,5+,501+
CS4888,3206,21,1618,150+,5+,501+
CS4889,3126,23,1436,150+,5+,501+
CS4890,3250,17,1257,150+,5+,501+
CS4891,3161,19,1439,150+,5+,501+
CS4892,3252,22,1404,150+,5+,501+
CS4893,3185,20,1286,150+,5+,501+
CS4894,3204,12,824,150+,5+,501+
CS4895,3168,19,1197,150+,5+,501+
CS4896,3285,20,1423,150+,5+,501+
CS4897,3160,30,1999,150+,5+,501+
CS4898,3151,13,866,150+,5+,501+
CS4899,3136,19,1372,150+,5+,501+
CS4900,3137,17,1068,150+,5+,501+
CS4901,3193,23,1491,150+,5+,501+
CS4902,3148,18,1383,150+,5+,501+
CS4903,3123,26,1584,150+,5+,501+
CS4904,3134,24,1456,150+,5+,501+
CS4905,3135,23,1575,150+,5+,501+
CS4906,3186,22,1644,150+,5+,501+
CS4907,3184,19,1344,150+,5+,501+
CS4908,3269,24,1842,150+,5+,501+
CS4909,3189,17,1290,150+,5+,501+
CS4910,3258,18,1252,150+,5+,501+
CS4911,3251,15,1069,150+,5+,501+
CS4912,3131,19,1545,150+,5+,501+
CS4913,3212,16,1047,150+,5+,501+
CS4914,3254,21,1471,150+,5+,501+
CS4915,3145,23,1541,150+,5+,501+
CS4916,3178,21,1484,150+,5+,501+
CS4917,3171,20,1392,150+,5+,501+
CS4918,3260,22,1561,150+,5+,501+
CS4919,3589,13,863,150+,5+,501+
CS4920,3170,17,1173,150+,5+,501+
CS4921,3127,12,908,150+,5+,501+
CS4922,3137,16,1117,150+,5+,501+
CS4923,3344,18,1064,150+,5+,501+
CS4924,3232,23,1527,150+,5+,501+
CS4925,3208,21,1316,150+,5+,501+
CS4926,3165,16,1167,150+,5+,501+
CS4927,3169,20,1401,150+,5+,501+
CS4928,3158,18,1318,150+,5+,501+
CS4929,3164,25,1624,150+,5+,501+
CS4930,3157,20,1440,150+,5+,501+
CS4931,3137,29,2246,150+,5+,501+
CS4932,3278,26,1840,150+,5+,501+
CS4933,3364,16,1040,150+,5+,501+
CS4934,3280,24,1865,150+,5+,501+
CS4935,3224,21,1575,150+,5+,501+
CS4936,3162,25,1669,150+,5+,501+
CS4937,3209,16,1152,150+,5+,501+
CS4938,3122,15,1057,150+,5+,501+
CS4939,3228,29,2088,150+,5+,501+
CS4940,3159,15,1109,150+,5+,501+
CS4941,3139,22,1434,150+,5+,501+
CS4942,3283,19,1484,150+,5+,501+
CS4943,3138,19,1338,150+,5+,501+
CS4944,3147,27,2062,150+,5+,501+
CS4945,3171,23,1603,150+,5+,501+
CS4946,3157,21,1548,150+,5+,501+
CS4947,3165,11,834,150+,5+,501+
CS4948,3156,18,1287,150+,5+,501+
CS4949,3137,21,1365,150+,5+,501+
CS4950,3148,12,863,150+,5+,501+
CS4951,3216,20,1488,150+,5+,501+
CS4952,3232,25,1888,150+,5+,501+
CS4953,3297,21,1381,150+,5+,501+
CS4954,3122,20,1364,150+,5+,501+
CS4955,3138,25,1799,150+,5+,501+
CS4956,3146,18,1395,150+,5+,501+
CS4957,3177,23,1634,150+,5+,501+
CS4958,3165,14,812,150+,5+,501+
CS4959,3361,23,1768,150+,5+,501+
CS4960,3205,18,1216,150+,5+,501+
CS4961,3141,21,1365,150+,5+,501+
CS4962,3160,25,1774,150+,5+,501+
CS4963,3168,19,1243,150+,5+,501+
CS4964,3158,20,1237,150+,5+,501+
CS4965,3153,27,1790,150+,5+,501+
CS4966,3262,23,1504,150+,5+,501+
CS4967,3161,25,1818,150+,5+,501+
CS4968,3129,18,1278,150+,5+,501+
CS4969,3145,18,1295,150+,5+,501+
CS4970,3149,23,1712,150+,5+,501+
CS4971,3144,19,1367,150+,5+,501+
CS4972,3196,21,1433,150+,5+,501+
CS4973,3197,23,1626,150+,5+,501+
CS4974,3291,19,1273,150+,5+,501+
CS4975,3237,11,777,150+,5+,501+
CS4976,3150,19,1424,150+,5+,501+
CS4977,3196,22,1566,150+,5+,501+
CS4978,3503,10,675,150+,5+,501+
CS4979,3187,17,1104,150+,5+,501+
CS4980,3152,22,1564,150+,5+,501+
CS4981,3147,25,1703,150+,5+,501+
CS4982,3322,12,754,150+,5+,501+
CS4983,3129,18,1406,150+,5+,501+
CS4984,3196,18,1060,150+,5+,501+
CS4985,3139,21,1468,150+,5+,501+
CS4986,3127,16,1013,150+,5+,501+
CS4987,3160,16,1098,150+,5+,501+
CS4988,3206,20,1433,150+,5+,501+
CS4989,3141,15,918,150+,5+,501+
CS4990,3221,20,1406,150+,5+,501+
CS4991,3135,15,1143,150+,5+,501+
CS4992,3198,20,1350,150+,5+,501+
CS4993,3145,26,1765,150+,5+,501+
CS4994,3138,18,1216,150+,5+,501+
CS4995,3239,20,1331,150+,5+,501+
CS4996,3148,25,1635,150+,5+,501+
CS4997,3381,15,1074,150+,5+,501+
CS4998,3130,34,2358,150+,5+,501+
CS4999,3216,11,788,150+,5+,501+
CS5000,3154,19,1408,150+,5+,501+
CS5001,3150,22,1593,150+,5+,501+
CS5002,3192,11,815,150+,5+,501+
CS5003,3197,16,1207,150+,5+,501+
CS5004,3201,18,1302,150+,5+,501+
CS5005,3146,17,1146,150+,5+,501+
CS5006,3163,24,1651,150+,5+,501+
CS5007,3155,24,1518,150+,5+,501+
CS5008,3188,16,1159,150+,5+,501+
CS5009,3194,16,1067,150+,5+,501+
CS5010,3138,24,1698,150+,5+,501+
CS5011,3200,20,1480,150+,5+,501+
CS5012,3209,24,1602,150+,5+,501+
CS5013,3256,18,1298,150+,5+,501+
CS5014,3167,21,1342,150+,5+,501+
CS5015,3286,22,1423,150+,5+,501+
CS5016,3125,25,1701,150+,5+,501+
CS5017,3136,18,1255,150+,5+,501+
CS5018,3196,25,1628,150+,5+,501+
CS5019,3214,20,1338,150+,5+,501+
CS5020,3419,9,572,150+,5+,501+
CS5021,3274,20,1341,150+,5+,501+
CS5022,3268,15,1209,150+,5+,501+
CS5023,3162,22,1713,150+,5+,501+
CS5024,3318,18,1214,150+,5+,501+
CS5025,3200,28,1973,150+,5+,501+
CS5026,3298,30,2098,150+,5+,501+
CS5027,3123,22,1586,150+,5+,501+
CS5028,3140,29,2098,150+,5+,501+
CS5029,3204,16,1162,150+,5+,501+
CS5030,3249,16,1028,150+,5+,501+
CS5031,3181,24,1585,150+,5+,501+
CS5032,3148,23,1763,150+,5+,501+
CS5033,3213,22,1687,150+,5+,501+
CS5034,3192,17,1130,150+,5+,501+
CS5035,3184,14,1037,150+,5+,501+
CS5036,3284,20,1292,150+,5+,501+
CS5037,3125,15,1149,150+,5+,501+
CS5038,3194,22,1470,150+,5+,501+
CS5039,3158,25,1673,150+,5+,501+
CS5040,3122,24,1731,150+,5+,501+
CS5041,3131,25,1763,150+,5+,501+
CS5042,3121,21,1646,150+,5+,501+
CS5043,3176,17,1109,150+,5+,501+
CS5044,3259,21,1477,150+,5+,501+
CS5045,3421,12,1019,150+,5+,501+
CS5046,3159,24,1712,150+,5+,501+
CS5047,3132,19,1381,150+,5+,501+
CS5048,3123,22,1464,150+,5+,501+
CS5049,3122,28,1979,150+,5+,501+
CS5050,3130,19,1515,150+,5+,501+
CS5051,3150,19,1232,150+,5+,501+
CS5052,3189,24,1486,150+,5+,501+
CS5053,3247,18,1501,150+,5+,501+
CS5054,3286,16,1279,150+,5+,501+
CS5055,3189,23,1644,150+,5+,501+
CS5056,3243,17,1337,150+,5+,501+
CS5057,3225,26,2008,150+,5+,501+
CS5058,3134,18,1146,150+,5+,501+
CS5059,3155,20,1486,150+,5+,501+
CS5060,3222,15,1082,150+,5+,501+
CS5061,3146,22,1412,150+,5+,501+
CS5062,3294,20,1443,150+,5+,501+
CS5063,3143,27,1901,150+,5+,501+
CS5064,3197,15,1200,150+,5+,501+
CS5065,3131,24,1463,150+,5+,501+
CS5066,3152,26,1696,150+,5+,501+
CS5067,3135,27,1857,150+,5+,501+
CS5068,3144,22,1500,150+,5+,501+
CS5069,3226,23,1666,150+,5+,501+
CS5070,3231,21,1477,150+,5+,501+
CS5071,3153,16,1180,150+,5+,501+
CS5072,3247,16,1085,150+,5+,501+
CS5073,3273,18,1362,150+,5+,501+
CS5074,3207,15,1010,150+,5+,501+
CS5075,3141,18,1180,150+,5+,501+
CS5076,3165,21,1371,150+,5+,501+
CS5077,3130,21,1444,150+,5+,501+
CS5078,3232,19,1351,150+,5+,501+
CS5079,3176,23,1469,150+,5+,501+
CS5080,3405,18,1209,150+,5+,501+
CS5081,3135,22,1645,150+,5+,501+
CS5082,3140,29,2072,150+,5+,501+
CS5083,3186,26,1974,150+,5+,501+
CS5084,3154,20,1465,150+,5+,501+
CS5085,3331,18,1313,150+,5+,501+
CS5086,3211,21,1287,150+,5+,501+
CS5087,3168,15,874,150+,5+,501+
CS5088,3150,22,1556,150+,5+,501+
CS5089,3178,12,874,150+,5+,501+
CS5090,3127,21,1552,150+,5+,501+
CS5091,3326,13,976,150+,5+,501+
CS5092,3142,18,1200,150+,5+,501+
CS5093,3186,27,1838,150+,5+,501+
CS5094,3130,18,1289,150+,5+,501+
CS5095,3144,20,1423,150+,5+,501+
CS5096,3302,18,1348,150+,5+,501+
CS5097,3178,26,1757,150+,5+,501+
CS5098,3197,17,1147,150+,5+,501+
CS5099,3133,16,1151,150+,5+,501+
CS5100,3176,23,1595,150+,5+,501+
CS5101,3249,17,1033,150+,5+,501+
CS5102,3179,15,982,150+,5+,501+
CS5103,3143,16,1011,150+,5+,501+
CS5104,3331,16,1102,150+,5+,501+
CS5105,3255,17,1248,150+,5+,501+
CS5106,3248,20,1492,150+,5+,501+
CS5107,3144,28,1994,150+,5+,501+
CS5108,3129,14,968,150+,5+,501+
CS5109,3161,35,2506,150+,5+,501+
CS5110,3131,11,807,150+,5+,501+
CS5111,3188,28,1948,150+,5+,501+
CS5112,3129,14,1003,150+,5+,501+
CS5113,3132,19,1314,150+,5+,501+
CS5114,3242,20,1610,150+,5+,501+
CS5115,3176,22,1298,150+,5+,501+
CS5116,3177,20,1408,150+,5+,501+
CS5117,3161,19,1332,150+,5+,501+
CS5118,3156,26,1764,150+,5+,501+
CS5119,3327,17,1319,150+,5+,501+
CS5120,3143,16,1196,150+,5+,501+
CS5121,3151,16,1175,150+,5+,501+
CS5122,3174,23,1513,150+,5+,501+
CS5123,3520,15,1047,150+,5+,501+
CS5124,3211,28,1973,150+,5+,501+
CS5125,3133,20,1319,150+,5+,501+
CS5126,3139,25,1654,150+,5+,501+
CS5127,3231,15,1208,150+,5+,501+
CS5128,3212,27,1856,150+,5+,501+
CS5129,3217,24,1567,150+,5+,501+
CS5130,3198,25,1666,150+,5+,501+
CS5131,3249,29,2083,150+,5+,501+
CS5132,3150,22,1568,150+,5+,501+
CS5133,3157,18,1428,150+,5+,501+
CS5134,3187,16,942,150+,5+,501+
CS5135,3152,23,1525,150+,5+,501+
CS5136,3164,22,1643,150+,5+,501+
CS5137,3251,21,1529,150+,5+,501+
CS5138,3132,19,1352,150+,5+,501+
CS5139,3204,22,1493,150+,5+,501+
CS5140,3205,23,1647,150+,5+,501+
CS5141,3204,29,1990,150+,5+,501+
CS5142,3129,19,1323,150+,5+,501+
CS5143,3154,23,1642,150+,5+,501+
CS5144,3278,14,924,150+,5+,501+
CS5145,3196,20,1370,150+,5+,501+
CS5146,3208,17,1246,150+,5+,501+
CS5147,3156,18,1197,150+,5+,501+
CS5148,3202,26,1726,150+,5+,501+
CS5149,3243,13,887,150+,5+,501+
CS5150,3185,11,822,150+,5+,501+
CS5151,3224,18,1151,150+,5+,501+
CS5152,3253,12,839,150+,5+,501+
CS5153,3188,21,1506,150+,5+,501+
CS5154,3128,31,2008,150+,5+,501+
CS5155,3159,26,1838,150+,5+,501+
CS5156,3217,16,1185,150+,5+,501+
CS5157,3170,22,1473,150+,5+,501+
CS5158,3216,19,1249,150+,5+,501+
CS5159,3173,28,2123,150+,5+,501+
CS5160,3129,21,1526,150+,5+,501+
CS5161,3180,18,1371,150+,5+,501+
CS5162,3296,18,1314,150+,5+,501+
CS5163,3129,28,2037,150+,5+,501+
CS5164,3136,18,1157,150+,5+,501+
CS5165,3195,25,1705,150+,5+,501+
CS5166,3136,27,1951,150+,5+,501+
CS5167,3251,16,1082,150+,5+,501+
CS5168,3139,20,1458,150+,5+,501+
CS5169,3220,18,1241,150+,5+,501+
CS5170,3152,20,1329,150+,5+,501+
CS5171,3122,18,1286,150+,5+,501+
CS5172,3248,21,1362,150+,5+,501+
CS5173,3293,11,684,150+,5+,501+
CS5174,3184,25,1616,150+,5+,501+
CS5175,3147,25,1680,150+,5+,501+
CS5176,3265,28,1905,150+,5+,501+
CS5177,3423,14,1036,150+,5+,501+
CS5178,3168,21,1387,150+,5+,501+
CS5179,3314,14,1033,150+,5+,501+
CS5180,3164,11,825,150+,5+,501+
CS5181,3128,16,1142,150+,5+,501+
CS5182,3250,23,1517,150+,5+,501+
CS5183,3125,17,1173,150+,5+,501+
CS5184,3124,28,1879,150+,5+,501+
CS5185,3143,27,1861,150+,5+,501+
CS5186,3542,12,777,150+,5+,501+
CS5187,3125,28,2023,150+,5+,501+
CS5188,3135,16,1024,150+,5+,501+
CS5189,3198,28,1944,150+,5+,501+
CS5190,3135,21,1420,150+,5+,501+
CS5191,3125,27,1889,150+,5+,501+
CS5192,3163,21,1474,150+,5+,501+
CS5193,3137,24,1586,150+,5+,501+
CS5194,3252,16,1062,150+,5+,501+
CS5195,3283,19,1302,150+,5+,501+
CS5196,3153,22,1356,150+,5+,501+
CS5197,3142,16,1165,150+,5+,501+
CS5198,3128,26,1801,150+,5+,501+
CS5199,3136,14,1103,150+,5+,501+
CS5200,3123,21,1473,150+,5+,501+
CS5201,3151,20,1343,150+,5+,501+
CS5202,3266,27,1954,150+,5+,501+
CS5203,3126,27,1850,150+,5+,501+
CS5204,3133,21,1536,150+,5+,501+
CS5205,3174,17,1185,150+,5+,501+
CS5206,3217,14,1001,150+,5+,501+
CS5207,3213,16,1193,150+,5+,501+
CS5208,3151,20,1364,150+,5+,501+
CS5209,3315,20,1211,150+,5+,501+
CS5210,3263,17,1329,150+,5+,501+
CS5211,3183,18,1273,150+,5+,501+
CS5212,3171,25,1669,150+,5+,501+
CS5213,3187,26,1846,150+,5+,501+
CS5214,3293,17,1181,150+,5+,501+
CS5215,3134,14,1023,150+,5+,501+
CS5216,3216,11,671,150+,5+,501+
CS5217,3171,20,1440,150+,5+,501+
CS5218,3203,16,1229,150+,5+,501+
CS5219,3246,19,1420,150+,5+,501+
CS5220,3283,20,1473,150+,5+,501+
CS5221,3123,22,1387,150+,5+,501+
CS5222,3143,22,1397,150+,5+,501+
CS5223,3141,27,2060,150+,5+,501+
CS5224,3145,19,1489,150+,5+,501+
CS5225,3221,22,1334,150+,5+,501+
CS5226,3146,28,2011,150+,5+,501+
CS5227,3203,16,1100,150+,5+,501+
CS5228,3149,18,1179,150+,5+,501+
CS5229,3187,11,669,150+,5+,501+
CS5230,3126,23,1457,150+,5+,501+
CS5231,3238,22,1432,150+,5+,501+
CS5232,3136,21,1382,150+,5+,501+
CS5233,3291,11,795,150+,5+,501+
CS5234,3157,15,1082,150+,5+,501+
CS5235,3173,17,1128,150+,5+,501+
CS5236,3284,17,1212,150+,5+,501+
CS5237,3228,23,1582,150+,5+,501+
CS5238,3155,28,2015,150+,5+,501+
CS5239,3255,18,1256,150+,5+,501+
CS5240,3191,21,1563,150+,5+,501+
CS5241,3134,19,1217,150+,5+,501+
CS5242,3196,22,1534,150+,5+,501+
